1462486748987,0.2621651,-0.05327099,9.613318
1462486749000,0.25139117,-0.0664391,9.617508
1462486749021,0.25019407,-0.05626374,9.607333
1462486749038,0.23642741,-0.049679685,9.60853
1462486749058,0.23463176,-0.05925649,9.601347
1462486749084,0.24001873,-0.051475335,9.61272
1462486749098,0.24181437,-0.038905777,9.594764
1462486749118,0.24720132,-0.05865794,9.616311
1462486749142,0.25977087,-0.06404489,9.601946
1462486749159,0.24361002,-0.06284779,9.58818
1462486749179,0.23642741,-0.051475335,9.617508
1462486749201,0.24241292,-0.061052144,9.603742
1462486749219,0.24480712,-0.04309563,9.613318
1462486749239,0.24480712,-0.047884032,9.618706
1462486749261,0.260968,-0.05925649,9.602545
1462486749279,0.24420857,-0.04189853,9.611523
1462486749299,0.23283611,-0.05566519,9.615712
1462486749323,0.2112883,-0.035314474,9.589975
1462486749340,0.23762453,-0.04189853,9.601946
1462486749359,0.2645593,-0.039504327,9.621698
1462486749381,0.24480712,-0.06584055,9.6049385
1462486749399,0.25079262,-0.078410104,9.609727
1462486749419,0.25378537,-0.065242,9.600749
1462486749441,0.24779987,-0.044292733,9.619903
1462486749459,0.22924481,-0.035314474,9.60853
1462486749479,0.25857377,-0.04129998,9.605537
1462486749503,0.25139117,-0.05686229,9.611523
1462486749523,0.25977087,-0.06703765,9.603143
1462486749539,0.24959552,-0.065242,9.607333
1462486749561,0.23642741,-0.048482586,9.621698
1462486749583,0.23882163,-0.048482586,9.612122
1462486749599,0.24361002,-0.034715924,9.607333
1462486749621,0.23403321,-0.05327099,9.596559
1462486749639,0.2633622,-0.07062895,9.593566
1462486749659,0.25019407,-0.040102877,9.617508
1462486749683,0.24660277,-0.05686229,9.5971575
1462486749701,0.25019407,-0.035913024,9.603742
1462486749719,0.24301147,-0.030526072,9.634866
1462486749741,0.23163901,-0.040102877,9.612122
1462486749759,0.24420857,-0.045489833,9.595961
1462486749779,0.24001873,-0.060453594,9.619903
1462486749801,0.25797522,-0.060453594,9.618107
1462486749819,0.25737667,-0.045489833,9.603742
1462486749839,0.23343466,-0.045489833,9.615712
1462486749869,0.23942018,-0.044292733,9.611523
1462486749879,0.2220622,-0.035913024,9.613917
1462486749899,0.24181437,-0.05686229,9.603742
1462486749922,0.25079262,-0.0664391,9.616311
1462486749939,0.25258827,-0.050876785,9.595961
1462486749960,0.24540567,-0.038307227,9.598354
1462486749982,0.24540567,-0.04129998,9.586384
1462486749999,0.24181437,-0.04129998,9.601347
1462486750019,0.25019407,-0.048482586,9.609129
1462486750043,0.25139117,-0.045489833,9.605537
1462486750060,0.23582886,-0.047285482,9.609129
1462486750080,0.24241292,-0.061052144,9.611523
1462486750102,0.25558102,-0.04249708,9.601946
1462486750120,0.24181437,-0.039504327,9.609129
1462486750140,0.24660277,-0.039504327,9.600749
1462486750162,0.24061728,-0.045489833,9.609727
1462486750180,0.25498247,-0.037110128,9.593566
1462486750200,0.24480712,-0.05626374,9.606135
1462486750224,0.24959552,-0.061650693,9.603742
1462486750240,0.23283611,-0.06464344,9.598354
1462486750261,0.24660277,-0.035314474,9.599552
1462486750282,0.24241292,-0.05267244,9.600749
1462486750300,0.24480712,-0.049081136,9.605537
1462486750320,0.25198972,-0.0688333,9.603143
1462486750342,0.2681506,-0.06404489,9.619304
1462486750366,0.24660277,-0.062249243,9.5971575
1462486750380,0.25677812,-0.051475335,9.61272
1462486750404,0.24420857,-0.04070143,9.592968
1462486750420,0.24361002,-0.046686932,9.621698
1462486750440,0.23343466,-0.051475335,9.590573
1462486750464,0.23463176,-0.06404489,9.618107
1462486750481,0.24301147,-0.050876785,9.61272
1462486750500,0.23523031,-0.037708677,9.603742
1462486750522,0.24361002,-0.061052144,9.61272
1462486750540,0.23882163,-0.051475335,9.613318
1462486750561,0.24241292,-0.0676362,9.60853
1462486750584,0.24121583,-0.049679685,9.6049385
1462486750600,0.24420857,-0.05865794,9.597756
1462486750620,0.24301147,-0.04129998,9.605537
1462486750642,0.25019407,-0.05865794,9.603742
1462486750660,0.23882163,-0.04249708,9.61691
1462486750680,0.24839842,-0.061650693,9.60015
1462486750702,0.24061728,-0.061650693,9.609727
1462486750720,0.24361002,-0.05327099,9.60853
1462486750740,0.23582886,-0.04129998,9.606135
1462486750764,0.24241292,-0.053869538,9.611523
1462486750781,0.24420857,-0.050876785,9.606734
1462486750800,0.24181437,-0.053869538,9.618706
1462486750823,0.24480712,-0.047884032,9.596559
1462486750840,0.23403321,-0.044292733,9.630676
1462486750861,0.23283611,-0.048482586,9.591172
1462486750883,0.24959552,-0.047884032,9.595362
1462486750900,0.24480712,-0.046088383,9.621698
1462486750920,0.23463176,-0.05267244,9.610924
1462486750944,0.24660277,-0.05865794,9.609727
1462486750960,0.23044191,-0.048482586,9.61691
1462486750986,0.24540567,-0.044891283,9.605537
1462486751003,0.25378537,-0.049081136,9.61691
1462486751021,0.24720132,-0.047285482,9.575011
1462486751040,0.24420857,-0.05327099,9.592968
1462486751063,0.24181437,-0.060453594,9.61272
1462486751080,0.23822308,-0.050278235,9.632472
1462486751100,0.22924481,-0.03172317,9.601946
1462486751124,0.24720132,-0.062249243,9.604341
1462486751140,0.2621651,-0.04129998,9.622296
1462486751160,0.25318682,-0.046088383,9.6049385
1462486751183,0.24241292,-0.049679685,9.618706
1462486751200,0.24660277,-0.031124622,9.636064
1462486751221,0.23104046,-0.046686932,9.614515
1462486751243,0.24660277,-0.06404489,9.613318
1462486751261,0.23762453,-0.05207389,9.606734
1462486751281,0.24361002,-0.037708677,9.603143
1462486751305,0.25139117,-0.06344634,9.622296
1462486751321,0.24779987,-0.05746084,9.594764
1462486751341,0.22625206,-0.034715924,9.600749
1462486751363,0.23463176,-0.045489833,9.606734
1462486751381,0.25139117,-0.048482586,9.621698
1462486751401,0.24540567,-0.062249243,9.607931
1462486751423,0.24720132,-0.049679685,9.615114
1462486751441,0.25558102,-0.04070143,9.6049385
1462486751461,0.24001873,-0.049679685,9.605537
1462486751485,0.23762453,-0.05207389,9.607333
1462486751501,0.23403321,-0.046686932,9.610924
1462486751521,0.24121583,-0.047884032,9.609727
1462486751543,0.24779987,-0.05686229,9.582792
1462486751561,0.25258827,-0.053869538,9.60015
1462486751581,0.26036942,-0.05207389,9.619304
1462486751603,0.25737667,-0.045489833,9.627085
1462486751621,0.24839842,-0.047884032,9.617508
1462486751641,0.23942018,-0.04249708,9.606135
1462486751665,0.22924481,-0.062249243,9.598953
1462486751681,0.24001873,-0.04369418,9.603143
1462486751701,0.24660277,-0.05626374,9.615114
1462486751723,0.26276365,-0.036511578,9.612122
1462486751741,0.24361002,-0.06584055,9.605537
1462486751761,0.24420857,-0.076015905,9.606734
1462486751784,0.23463176,-0.065242,9.603742
1462486751801,0.24361002,-0.047285482,9.604341
1462486751821,0.23762453,-0.032920275,9.600749
1462486751845,0.25258827,-0.044891283,9.605537
1462486751861,0.24660277,-0.048482586,9.612122
1462486751898,0.25198972,-0.0664391,9.614515
1462486751904,0.25857377,-0.05925649,9.61272
1462486751922,0.23822308,-0.060453594,9.597756
1462486751941,0.24540567,-0.04309563,9.637859
1462486751964,0.25797522,-0.05207389,9.618706
1462486751981,0.25737667,-0.05207389,9.592968
1462486752001,0.25917232,-0.06823475,9.592968
1462486752025,0.25677812,-0.0688333,9.60015
1462486752041,0.24720132,-0.055066638,9.599552
1462486752061,0.23762453,-0.051475335,9.617508
1462486752084,0.24660277,-0.037110128,9.610326
1462486752101,0.25857377,-0.03232172,9.618706
1462486752121,0.24540567,-0.05267244,9.607931
1462486752144,0.25079262,-0.06404489,9.612122
1462486752162,0.25617957,-0.06943185,9.606135
1462486752182,0.24899697,-0.05566519,9.6049385
1462486752208,0.24420857,-0.04189853,9.613917
1462486752222,0.24301147,-0.047884032,9.592369
1462486752242,0.23582886,-0.044891283,9.612122
1462486752266,0.25019407,-0.047884032,9.612122
1462486752288,0.25677812,-0.06404489,9.5971575
1462486752303,0.25198972,-0.061052144,9.610924
1462486752324,0.25019407,-0.047884032,9.593566
1462486752343,0.25617957,-0.035913024,9.618706
1462486752362,0.23463176,-0.02813187,9.601946
1462486752390,0.23223756,-0.038307227,9.619304
1462486752402,0.24720132,-0.05746084,9.603742
1462486752423,0.25737667,-0.061052144,9.588778
1462486752451,0.26276365,-0.060453594,9.613917
1462486752462,0.25258827,-0.06464344,9.615114
1462486752482,0.24779987,-0.053869538,9.610924
1462486752504,0.24480712,-0.02932897,9.621099
1462486752522,0.25558102,-0.049081136,9.624092
1462486752543,0.24121583,-0.04249708,9.610924
1462486752566,0.25079262,-0.050278235,9.601946
1462486752582,0.24480712,-0.07062895,9.601347
1462486752602,0.25378537,-0.05626374,9.6049385
1462486752625,0.2645593,-0.039504327,9.596559
1462486752642,0.23523031,-0.034117375,9.609129
1462486752662,0.25318682,-0.049679685,9.607931
1462486752685,0.25498247,-0.05865794,9.601946
1462486752706,0.25318682,-0.05925649,9.603143
1462486752722,0.24839842,-0.049679685,9.611523
1462486752747,0.25737667,-0.039504327,9.603143
1462486752763,0.23343466,-0.035314474,9.609727
1462486752814,0.24181437,-0.036511578,9.60015
1462486752814,0.24779987,-0.047884032,9.60853
1462486752824,0.24001873,-0.047884032,9.589376
1462486752847,0.24720132,-0.05686229,9.603143
1462486752865,0.24839842,-0.065242,9.609727
1462486752882,0.25677812,-0.053869538,9.600749
1462486752902,0.24540567,-0.04249708,9.621698
1462486752928,0.24301147,-0.051475335,9.615712
1462486752943,0.22984336,-0.04189853,9.589975
1462486752963,0.23463176,-0.049081136,9.61272
1462486752985,0.24121583,-0.039504327,9.613318
1462486753016,0.25079262,-0.05805939,9.606135
1462486753025,0.25139117,-0.05865794,9.60853
1462486753045,0.24361002,-0.050278235,9.606734
1462486753062,0.25438392,-0.047285482,9.615114
1462486753082,0.24061728,-0.04189853,9.606135
1462486753107,0.24301147,-0.050876785,9.603742
1462486753123,0.25079262,-0.044891283,9.602545
1462486753143,0.24660277,-0.05327099,9.601347
1462486753168,0.23882163,-0.033518825,9.6049385
1462486753183,0.24600422,-0.05207389,9.603742
1462486753204,0.22685061,-0.05746084,9.615114
1462486753225,0.24061728,-0.025139118,9.610924
1462486753242,0.24839842,-0.045489833,9.60853
1462486753263,0.25917232,-0.05207389,9.611523
1462486753286,0.25558102,-0.045489833,9.60015
1462486753303,0.24241292,-0.05805939,9.597756
1462486753323,0.24480712,-0.050876785,9.609727
1462486753345,0.24660277,-0.05805939,9.611523
1462486753363,0.25558102,-0.049679685,9.595362
1462486753383,0.23942018,-0.055066638,9.598953
1462486753411,0.23882163,-0.053869538,9.592968
1462486753428,0.25019407,-0.050278235,9.594165
1462486753443,0.25797522,-0.04129998,9.621698
1462486753467,0.24600422,-0.051475335,9.596559
1462486753499,0.24480712,-0.050278235,9.596559
1462486753504,0.24720132,-0.044292733,9.598953
1462486753525,0.24001873,-0.050876785,9.60853
1462486753543,0.24660277,-0.055066638,9.603742
1462486753563,0.25617957,-0.05805939,9.605537
1462486753585,0.25079262,-0.033518825,9.595961
1462486753603,0.25677812,-0.038307227,9.6049385
1462486753623,0.25198972,-0.045489833,9.60853
1462486753647,0.23702596,-0.050876785,9.61272
1462486753663,0.25857377,-0.06404489,9.601946
1462486753683,0.24600422,-0.046686932,9.611523
1462486753705,0.26276365,-0.035314474,9.5971575
1462486753723,0.25079262,-0.047884032,9.598354
1462486753743,0.25198972,-0.044292733,9.609727
1462486753765,0.25617957,-0.059855044,9.60015
1462486753787,0.24241292,-0.039504327,9.600749
1462486753804,0.24600422,-0.05925649,9.592968
1462486753827,0.25019407,-0.060453594,9.621698
1462486753844,0.25677812,-0.048482586,9.604341
1462486753864,0.25258827,-0.04189853,9.604341
1462486753888,0.25198972,-0.034117375,9.603143
1462486753904,0.24660277,-0.044292733,9.597756
1462486753924,0.24839842,-0.045489833,9.585187
1462486753946,0.24839842,-0.053869538,9.597756
1462486753968,0.24061728,-0.060453594,9.609727
1462486753990,0.24361002,-0.054468088,9.605537
1462486754008,0.25677812,-0.05686229,9.595362
1462486754024,0.25498247,-0.05207389,9.599552
1462486754044,0.25677812,-0.074220255,9.583989
1462486754066,0.25139117,-0.049081136,9.613318
1462486754085,0.25617957,-0.044891283,9.634866
1462486754105,0.26036942,-0.038905777,9.589975
1462486754148,0.25019407,-0.038307227,9.596559
1462486754149,0.24121583,-0.016759412,9.61272
1462486754163,0.25617957,-0.06404489,9.618107
1462486754187,0.25977087,-0.0712275,9.615712
1462486754203,0.25677812,-0.050278235,9.630676
1462486754224,0.26156655,-0.023343466,9.606135
1462486754255,0.23882163,-0.029927522,9.613318
1462486754272,0.24600422,-0.030526072,9.598354
1462486754306,0.23403321,-0.05626374,9.621099
1462486754306,0.25438392,-0.077811554,9.600749
1462486754324,0.25797522,-0.0688333,9.604341
1462486754345,0.25498247,-0.037708677,9.624092
1462486754367,0.25079262,-0.038307227,9.6049385
1462486754384,0.24959552,-0.04369418,9.620501
1462486754404,0.23702596,-0.05267244,9.599552
1462486754426,0.25139117,-0.05925649,9.619304
1462486754451,0.25737667,-0.06404489,9.603742
1462486754464,0.25617957,-0.040102877,9.599552
1462486754486,0.25378537,-0.026934769,9.601946
1462486754505,0.25857377,-0.053869538,9.620501
1462486754524,0.25797522,-0.04189853,9.613917
1462486754548,0.25198972,-0.05327099,9.609727
1462486754564,0.25438392,-0.0664391,9.621698
1462486754585,0.25258827,-0.050876785,9.593566
1462486754607,0.25139117,-0.038905777,9.590573
1462486754624,0.24839842,-0.05686229,9.600749
1462486754644,0.24420857,-0.04249708,9.616311
1462486754667,0.23882163,-0.05566519,9.607333
1462486754692,0.18914193,-0.05925649,9.39365
1462486754722,0.32680854,-0.035913024,9.813833
1462486754759,0.2813187,-0.032920275,9.679757
1462486754760,0.24181437,-0.04309563,9.578603
1462486754776,0.25737667,-0.055066638,9.603742
1462486754797,0.24480712,-0.062249243,9.629479
